,gmap_id,Nombre,Estado,Promedio,Valoraciones,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Takeout,Delivery,Asientos Discapacitados,Estacionamiento Discapacitados,Almuerzo,Cena,Comer Solo,Grupos,Turistas,Debito,NFC,Credito,Servicio Rapido
184529,0x86fc666d0035f907:0x154e53ed89d59665,Subway,Texas,4.1,171.0,32.0,48.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
184542,0x864edb04e19ce811:0x646881d4282307d,Wildflower Cafe,Texas,4.5,88.0,55.0,35.0,146.0,13.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184548,0x864edae40f832b99:0x7f7d07d26833a1b0,McDonald's,Texas,3.8,1614.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
184565,0x86483cf4a6342063:0x9dfa344a87548f34,Jack in the Box,Texas,3.1,98.0,32.0,49.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184569,0x8641db321c57af6b:0x6eb45b1b9446a27,Coastal Que BBQ & More,Texas,4.9,28.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
184600,0x86e7437ed6fe170d:0xc93218f89ba8e527,Los 3 Gallegos Express,Texas,4.2,148.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184616,0x8644af992ddaa37d:0x6aef83dbc9e31e29,Asadero Mexican Food TO-GO,Texas,4.5,18.0,17.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184621,0x86490dbcbb55eeab:0xe2bfd77bfe6cfb6d,Brothers Cafe,Texas,4.6,68.0,55.0,48.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
184622,0x864b95f871e0f2b7:0x54bcd020da08d1af,Wolfe City Donuts,Texas,4.6,38.0,159.0,21.0,32.0,86.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
184625,0x8635f7d4014d8897:0xeb3d6bad037297c9,The Jalapeno Tree,Texas,4.1,1150.0,48.0,67.0,34.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
184626,0x864a588f462002e1:0x5cb8652d16b43dbb,Arby's,Texas,4.0,286.0,32.0,149.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
184628,0x864a2fcfca75f5ef:0xd7740b252dfbbd2f,Chicken Express,Texas,3.7,495.0,37.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
184631,0x8647d8b4dbec5df3:0x52d3fe9e4e7a899c,Krispy Krunchy Chicken,Texas,4.1,45.0,32.0,149.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
184642,0x866f974a03cd8067:0x93853e0a0e73402,Casa Mexicana – 100% casero,Texas,4.1,19.0,34.0,35.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
184644,0x866f9158f5acc59b:0xc207fe29318f32ad,El Metate Tortilleria,Texas,4.0,18.0,159.0,7.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184646,0x86486411cc33d857:0xd9dca78dd87d1653,Red Fire Grille,Texas,4.4,108.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184648,0x8640d2e9489c06d5:0xe97a82a79e590a92,Marble Slab Creamery,Texas,4.3,55.0,65.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184652,0x864736e41018b9d3:0x2c1c5c007883f028,Philly Connection,Texas,3.9,56.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
184653,0x8640df095760f96b:0x8ce936ac79edc0f8,Biryani & More,Texas,4.2,18.0,126.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
184654,0x8640e10a3f128bf3:0x580138a86b4c4977,Barbecue Roll House,Texas,4.2,18.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184657,0x8640bde05cf3c3d3:0x8984a4d3340a136f,Pachuca Barber Shop and Supply,Texas,4.6,68.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184674,0x864e9949ab0433cb:0xe2619b0bc4989e1b,The Bodega at Hi Line,Texas,4.8,78.0,32.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
184698,0x8640b1c7579e9355:0x8cb396412fa42ebd,Whiskey Thumper Bar And Grill,Texas,4.0,78.0,161.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184700,0x865c682e35d9e803:0x53ec8bc93138b96b,Lin's International Buffet,Texas,4.1,1398.0,0.0,198.0,29.0,159.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
184701,0x8640c9ea24f9afc3:0xfa43979abf22d1c6,Hamburguesas Y Hot dogs Guadalajara,Texas,4.5,115.0,21.0,61.0,91.0,35.0,64.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
184713,0x864e78e443a79991:0xa95b70dfeb4d886f,Mi Pueblo,Texas,4.4,1389.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
184719,0x864e6fe3713aaac3:0x325db847d9f50b05,Tortilleria La Super Sabrosa,Texas,3.9,617.0,159.0,65.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
184722,0x864e71f791b3e9d5:0x5294132c0d391e0f,Taqueria La Guelaguetza,Texas,4.7,98.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
184750,0x864c2471e53d4fe3:0x7f12b3442ba91838,Zenna Thai & Japanese Restaurant,Texas,3.7,1403.0,15.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
184758,0x863931e136e37045:0x98a27f8621165066,Quenchies,Texas,4.7,28.0,4.0,91.0,35.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184759,0x86393ba62eddfd1b:0xb8d599e4d6423f46,Birria Locos Street Tacos,Texas,4.6,7.0,32.0,48.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
184761,0x864e78e6bfe6ea33:0xfd58384509d720f8,Pepe's Pizza,Texas,4.1,68.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184764,0x8640d960088771b3:0xabbd86a1e912a3cd,Circle K,Texas,1.8,4.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
184772,0x864e91aa66ce7ba5:0xdefd3b35df286df8,Italy Express,Texas,4.3,14.0,4.0,65.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184778,0x865c9f04fb7eb54d:0xbc0dd8854d383120,Sergio Tacos,Texas,4.5,46.0,65.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
184779,0x865b1ce37f2ecd41:0xe36ba8e199694cad,Storm's Drive-In Restaurant - Marble Falls,Texas,2.3,6.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184788,0x86e7583d452a7c7d:0xa9284280bcca948e,Tacos Toro Bronco,Texas,4.1,95.0,61.0,59.0,61.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184825,0x865bc1348a262fb5:0x11182732a2d38e49,Main Street Taquitos,Texas,4.4,116.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
184826,0x864e69833cf449a5:0x98fadb4c3cab7501,Rice Box Express,Texas,4.0,60.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184827,0x86494fd0d74d099b:0x486f21034d5c69c9,El Cantante,Texas,4.3,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184842,0x864e6910137e61e3:0x7768285aa47b4ae4,7-Eleven - Closed,Texas,3.5,8.0,77.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
184847,0x864dd4c4120847bd:0x4fdec4f76ebbe3c1,Cristina's Fine Mexican Restaurant,Texas,4.4,691.0,48.0,49.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
184850,0x864dca7edb0fdcc1:0x8be6db35c0b59e13,Arby's,Texas,3.9,515.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
184851,0x8640c3d9659d4177:0x88437e5ecedf554,Groovy Burger,Texas,4.3,117.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
184855,0x8640c3facfa60c1b:0xf52bb95b06c840f8,El Sayed taste of Lebanon,Texas,4.5,8.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
184856,0x864c2773b7e4a10b:0xf6fce2fc031420ba,El Fenix,Texas,4.3,851.0,17.0,15.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
184857,0x864c21315741400f:0xd9c7b9515f282ce,Benedict's Restaurant,Texas,4.4,985.0,21.0,29.0,159.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
184862,0x864c237ee54b8c57:0x84cecf30b7436fc2,Nom Noms Mexican Grill,Texas,4.2,44.0,91.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
184873,0x8643974625354f0d:0x1d3f91ad694d18be,Dairy Queen Store,Texas,3.5,348.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
184874,0x8640db9c57739243:0x6b08acf70b8b33f0,Lynn's Steakhouse,Texas,4.5,258.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
184875,0x8640d9b185485019:0x958b191f0c797f0,Mamasan Sushi,Texas,4.8,208.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
184876,0x8640cd4a8ca534e1:0x28fa6ff7daf6841a,Saigon House,Texas,4.4,13.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184880,0x86439746cdda2cff:0xeeb84892a1a1c3c2,City Market,Texas,4.6,86.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184882,0x8640c4c162e41b47:0x3ad87f176c97a0ef,Subway,Texas,3.8,48.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
184885,0x865c77264a189a69:0x81b50d69d56cf3e3,Bakhaus,Texas,4.5,27.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184886,0x865c772e5ea72e85:0xc552afb4e6fa78d0,Corner Store,Texas,4.1,8.0,48.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
184907,0x865b56982ded7ae3:0x4250b54f7d184503,El Rinconcito Del Sabor,Texas,3.6,14.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184908,0x865b5406ed485af9:0xf6222ff42d042870,Sally Beauty,Texas,3.6,34.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184910,0x8668f4242e27d68b:0x4f82ff0df90c065d,Circle K,Texas,4.2,25.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
184926,0x86482df606178137:0xc65a61cd6d47494f,Domino's Pizza,Texas,4.1,34.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184950,0x8640c794ca821a41:0x519d61a583edf2e0,Circle K,Texas,4.5,6.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184951,0x8640bdde507507a7:0x67c0f195cf976d1a,Pupuseria y Taqueria,Texas,3.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184973,0x865c42631bd075d7:0x41f2b13b2be77c9d,LongHorn Steakhouse,Texas,4.4,1888.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
184987,0x8647325d446a84c9:0x33d789b1bf41b454,For You For Me Tacos,Texas,4.5,58.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
185023,0x865320fa13977abf:0x6524ba79ec9e6977,Pizza Hut,Texas,3.9,178.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185024,0x8640cc642218ab05:0xd6e97c239a0e7afe,Trend Barber College,Texas,3.8,58.0,32.0,48.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185071,0x864de2369191c6f5:0xd12d95c87b53747a,Stewart Street Cafe,Texas,4.2,85.0,34.0,35.0,4.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185072,0x864de3ed0e7b4937:0x243c0d80d7af846d,Alvarado Mexican Restaurant,Texas,3.9,78.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185086,0x8640ebce33426cf3:0x99cf873e27915e60,Carmen's Banquet Hall,Texas,3.9,65.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185087,0x88f57516b03c00fb:0xbdd9281b3e8723e1,Frullati,Texas,4.5,26.0,144.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
185112,0x8647342ed59fe797:0xff8e0645014d1af3,Taquerias Arandas,Texas,3.8,1680.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
185115,0x8640b72e3183c173:0x8f69f79cc9a32080,Alma Latina,Texas,3.9,948.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
185119,0x8640cd0f7d92649d:0xfd27b92f62404c43,El Capitán,Texas,4.0,194.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
185122,0x86389f1605bdd299:0xfd8657eea7415b81,Texas Grill,Texas,4.6,157.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185123,0x8640b2ff1fa35985:0xb5ccb5f5a99541b1,Dimassi's Mediterranean Buffet,Texas,4.4,1718.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
185133,0x8640acd7d3e1f827:0x68fceb0c12f5cfa3,Little Ginger,Texas,4.2,128.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
185141,0x864681a163574211:0xf91e217591bb984a,Shell,Texas,3.9,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185160,0x8644c93e8dc64107:0xcc7388646b03e9c6,Pablito's Bakery,Texas,4.2,8.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185177,0x86494fa982fd6761:0x52c1992e8079bc7e,Circle K,Texas,3.0,16.0,61.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185179,0x86f207801e0de9e3:0x829b85b44646fbc4,Rio Bravo,Texas,4.4,21.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
185188,0x864c213a098876c1:0xd388bdad4c8b641,Fat Jessie's,Texas,3.7,25.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185216,0x8640c23baf7c6733:0x39973541d2ae2c28,Carrito Cubano,Texas,4.1,113.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
185217,0x87015ab9ce7fd75b:0x86bc8b928ccd6f06,Bailey's Shed,Texas,4.3,106.0,159.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185242,0x86413d32ec8ce207:0x53cacdb80e8680f9,Express Italia,Texas,4.5,28.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
185263,0x864c115f887a0f31:0x768ca71823d1e061,Mr. Gatti's Pizza,Texas,4.1,345.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
185286,0x8665a26b6baee0d5:0x75710258df2ede7b,Guerra's Tortilla Inc,Texas,3.9,8.0,159.0,36.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185287,0x8665a241509bee5d:0x63af7f79c68f8740,Nancy's Mexican Restaurant,Texas,4.3,55.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
185311,0x8636896edb1a5f6b:0x3868b595a535087b,Patio pizza,Texas,4.5,58.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185339,0x8640e561a147a4c7:0xdeb3c3e82cbe96a7,Wendy's,Texas,2.9,44.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
185345,0x865b4bb29ac9c80b:0x11bab885ef343d8a,Pizzeria Grata,Texas,4.6,78.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
185347,0x8644b5b2ac36f0dd:0x26bdb4bbb76f4a35,Wanderlust Wine Co.,Texas,4.6,78.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185356,0x86456c8669f38c67:0x21b48359778ba7f2,Nathan Paul's Rations,Texas,4.5,18.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185361,0x86456c8633b7b55b:0x6d25b0e186895a57,The Patio On Main,Texas,4.2,8.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
185365,0x865c5fe4344b55c9:0x18ca5ada1301b1a1,KFC,Texas,3.7,460.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
185366,0x86474d0defa543c7:0x21bd175d50aa7f12,MOD Pizza,Texas,4.4,58.0,17.0,15.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
185367,0x865c5f76be991bc7:0xad71809f54ed73f6,Jack in the Box,Texas,3.1,305.0,34.0,35.0,4.0,31.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
185368,0x865cf55e61cd2387:0x2e46d815897e1a9e,Zedric's - Quarry Crossing,Texas,4.4,48.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
185375,0x864e62db8d331313:0x996763aa9d384903,Sarku Japan,Texas,3.5,96.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
185388,0x864ea72f153bdec7:0x99fbad2d0c8b765d,Chili's Grill & Bar,Texas,4.0,1424.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185389,0x864ea6396630585b:0xa7c59fce0fd04bfb,Whataburger,Texas,3.8,1458.0,17.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
185390,0x864ea63f973633e1:0xa727b9495de86386,Chili's Grill & Bar,Texas,4.2,1448.0,59.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185392,0x864ea0dd6f1a0559:0x90a4f769cef99edd,Lowe's Home Improvement,Texas,4.0,1246.0,4.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
185397,0x864ea77b2879e489:0x5925ea636c8b5942,Ming's Kitchen,Texas,4.3,338.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
185417,0x8639df4ea1775efb:0x71f86ac3146549b6,Dairy Mark,Texas,4.2,38.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185420,0x8644b4d71f205a5f:0x432b09f3b29aeb63,Wasota African Cuisine,Texas,4.7,28.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185432,0x863638eae0ab9179:0xc0fc26526d27c446,El Sombrero,Texas,4.1,1118.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
185435,0x86363f54b0ce637f:0x9d2656fd6735a5cc,Copeland's of New Orleans,Texas,4.0,1008.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185437,0x863630f76b31b615:0x59cd018a52d17128,Crazy Bob's Bar-B-Q,Texas,4.6,38.0,13.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185453,0x865c670fbe3bb687:0x4d4eab4714c81f1c,C.K.S. Pastry House,Texas,4.7,47.0,4.0,65.0,34.0,159.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
185458,0x865c5ce5ab7a624d:0x409ad6bf7578db59,Phil's Philly Grill,Texas,4.2,37.0,159.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185487,0x864e717670e33561:0xeece7b426f10ccdb,The Flying Carpet Turkish Cafè,Texas,4.5,347.0,17.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
185532,0x863f5e7f4d00617b:0x6562c450cc4a9970,Someburger Hamburgers,Texas,4.3,714.0,159.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
